Location,Type,Energy
2643325 - 2643335,tight,-35.73732755 kcal/mol
2643405 - 2643415,tight,-35.9756472 kcal/mol
2643435 - 2643495,tight,-36.79879041428571 kcal/mol
2643795 - 2643825,tight,-39.170888075 kcal/mol
2643845 - 2643875,tight,-41.393032524999995 kcal/mol
2644155 - 2644155,tight,-34.0749521 kcal/mol
2644175 - 2644175,tight,-34.4240727 kcal/mol
2644265 - 2644265,tight,-37.3596416 kcal/mol
2644455 - 2644455,tight,-39.9046381 kcal/mol
2644645 - 2644665,tight,-35.839432566666666 kcal/mol
2644685 - 2644705,tight,-37.89310856666666 kcal/mol
2644745 - 2644745,tight,-34.1649151 kcal/mol
2644785 - 2644785,tight,-35.3576355 kcal/mol
2644815 - 2644815,tight,-35.8062178 kcal/mol
2644895 - 2644895,tight,-34.8318056 kcal/mol
2644985 - 2644985,tight,-34.1552277 kcal/mol
2645005 - 2645005,tight,-35.6198544 kcal/mol
2645035 - 2645045,tight,-35.96400715 kcal/mol
2645358 - 2645358,loose,-20.7611838 kcal/mol
2645398 - 2645408,loose,-19.409330699999998 kcal/mol
2645438 - 2645438,loose,-19.7212257 kcal/mol
2645578 - 2645578,loose,-20.4508605 kcal/mol
2646188 - 2646248,tight,-40.425613014285716 kcal/mol
2646268 - 2646268,tight,-34.1650149 kcal/mol
2646388 - 2646398,tight,-34.5274396 kcal/mol
2646598 - 2646598,loose,-19.0848383 kcal/mol
2646678 - 2646678,tight,-34.9311285 kcal/mol
2646698 - 2646698,tight,-37.3474108 kcal/mol
2646708 - 2646708,loose,-20.2023664 kcal/mol
2646718 - 2646718,tight,-35.9410174 kcal/mol
2646748 - 2646758,tight,-35.96973545 kcal/mol
2646888 - 2646898,tight,-36.18853275 kcal/mol
2646918 - 2646918,tight,-34.3226659 kcal/mol
2646938 - 2646948,tight,-35.1263664 kcal/mol
2647008 - 2647028,tight,-37.638338499999996 kcal/mol
2647048 - 2647068,tight,-35.6207129 kcal/mol
2647108 - 2647118,loose,-20.840966 kcal/mol
2647388 - 2647398,tight,-34.19924355 kcal/mol
2647498 - 2647498,tight,-33.9880905 kcal/mol
2647538 - 2647538,tight,-34.0715659 kcal/mol
2647588 - 2647588,loose,-20.0136925 kcal/mol
2647708 - 2647708,loose,-18.3948841 kcal/mol
2647728 - 2647728,loose,-20.7681467 kcal/mol
2647818 - 2647818,loose,-20.2625619 kcal/mol
2648038 - 2648038,loose,-20.4604446 kcal/mol
2648138 - 2648158,loose,-18.33373056666667 kcal/mol
2648218 - 2648218,tight,-35.7328221 kcal/mol
2648258 - 2648258,loose,-18.7517505 kcal/mol
2648368 - 2648368,loose,-18.5284242 kcal/mol
2648418 - 2648428,tight,-34.5063069 kcal/mol
2648478 - 2648478,loose,-16.5138916 kcal/mol
2648588 - 2648588,loose,-15.0271973 kcal/mol
2648638 - 2648648,tight,-34.756750800000006 kcal/mol
2648678 - 2648688,tight,-34.53634255 kcal/mol
2648698 - 2648698,loose,-13.0290048 kcal/mol
2648708 - 2648718,tight,-36.3478926 kcal/mol
2648818 - 2648828,loose,-18.40897555 kcal/mol
2648858 - 2648858,loose,-21.0370281 kcal/mol
2648928 - 2648928,loose,-17.6038735 kcal/mol
2649038 - 2649038,loose,-16.9320278 kcal/mol
2649328 - 2649338,tight,-35.9599774 kcal/mol
2649378 - 2649378,tight,-34.2367343 kcal/mol
2649548 - 2649668,tight,-36.561516546153854 kcal/mol
2649738 - 2649738,loose,-19.350006 kcal/mol
2650038 - 2650038,loose,-20.2669921 kcal/mol
2650078 - 2650088,loose,-19.842343749999998 kcal/mol
2650128 - 2650128,loose,-20.5462899 kcal/mol
2650168 - 2650178,loose,-20.31198465 kcal/mol
2652359 - 2652359,loose,-20.0063111 kcal/mol
2652419 - 2652419,tight,-35.0741961 kcal/mol
2652529 - 2652529,tight,-34.2416661 kcal/mol
2652549 - 2652569,loose,-19.126773633333332 kcal/mol
2652639 - 2652639,tight,-35.0537903 kcal/mol
2652769 - 2652779,loose,-20.33963155 kcal/mol
2652809 - 2652819,loose,-19.6436578 kcal/mol
2653097 - 2653097,loose,-17.837906 kcal/mol
2653157 - 2653207,tight,-36.54093376666667 kcal/mol
2653217 - 2653217,loose,-18.721411 kcal/mol
2653227 - 2653227,tight,-37.4453093 kcal/mol
2653247 - 2653267,tight,-35.16588863333333 kcal/mol
2653287 - 2653287,tight,-34.8626984 kcal/mol
2653397 - 2653407,tight,-36.7371045 kcal/mol
2653427 - 2653427,tight,-36.9589743 kcal/mol
2653887 - 2653937,tight,-36.85974151666667 kcal/mol
2654197 - 2654277,tight,-37.72611394444445 kcal/mol
2654780 - 2654780,loose,-19.9928518 kcal/mol
2654810 - 2654810,loose,-20.1944937 kcal/mol
2654830 - 2654830,loose,-20.9619892 kcal/mol
2655000 - 2655000,loose,-20.9602204 kcal/mol
2655117 - 2655117,tight,-34.3034725 kcal/mol
2655197 - 2655237,tight,-36.35774568000001 kcal/mol
2655267 - 2655277,tight,-37.369594500000005 kcal/mol
2655427 - 2655457,tight,-37.6838202 kcal/mol
2655477 - 2655547,tight,-37.64613895000001 kcal/mol
2655597 - 2655627,tight,-37.357833424999995 kcal/mol
2655737 - 2655787,tight,-39.61033455 kcal/mol
2655807 - 2655847,tight,-40.11713006 kcal/mol
2655997 - 2655997,tight,-37.8578795 kcal/mol
2656067 - 2656067,tight,-36.3771402 kcal/mol
2656107 - 2656107,tight,-38.1931929 kcal/mol
2656127 - 2656127,tight,-34.6433281 kcal/mol
2656147 - 2656157,tight,-36.45559525 kcal/mol
2656187 - 2656257,tight,-37.3120473625 kcal/mol
2656367 - 2656377,tight,-34.47187905 kcal/mol
2656497 - 2656537,tight,-36.54281394 kcal/mol
2656557 - 2656597,tight,-36.301275600000004 kcal/mol
2656617 - 2656627,tight,-38.29035205 kcal/mol
2656767 - 2656767,tight,-34.7509384 kcal/mol
2656807 - 2656807,tight,-35.7450495 kcal/mol
2656847 - 2656847,tight,-37.1891263 kcal/mol
2657124 - 2657134,tight,-38.92357425 kcal/mol
2657294 - 2657294,tight,-35.0383522 kcal/mol
2657497 - 2657507,tight,-36.76029095 kcal/mol
2657965 - 2657965,loose,-20.9579263 kcal/mol
2658075 - 2658095,loose,-20.497486233333333 kcal/mol
2658145 - 2658145,tight,-36.1253241 kcal/mol
2658359 - 2658359,tight,-34.372682 kcal/mol
2658409 - 2658429,loose,-20.92296416666667 kcal/mol
2658479 - 2658479,tight,-36.8068776 kcal/mol
2658499 - 2658499,tight,-36.776304 kcal/mol
2658569 - 2658569,loose,-20.934051 kcal/mol
2658599 - 2658599,loose,-19.1245024 kcal/mol
2658619 - 2658619,loose,-20.9978033 kcal/mol
2658649 - 2658669,loose,-18.924520966666666 kcal/mol
2658739 - 2658739,loose,-20.4511467 kcal/mol
2658849 - 2658879,tight,-36.315944075000004 kcal/mol
2659009 - 2659009,tight,-35.5488659 kcal/mol
2659049 - 2659069,tight,-36.10313716666667 kcal/mol
2659089 - 2659129,tight,-35.4558686 kcal/mol
2659359 - 2659359,tight,-34.7751894 kcal/mol
2659735 - 2659735,tight,-34.2158128 kcal/mol
2659805 - 2659815,tight,-35.7102822 kcal/mol
2659835 - 2659865,tight,-35.255778575 kcal/mol
2660615 - 2660615,tight,-34.4897523 kcal/mol
2660635 - 2660755,tight,-37.37397001538462 kcal/mol
2660775 - 2660815,tight,-38.293443759999995 kcal/mol
2660965 - 2660975,tight,-35.35880425 kcal/mol
2661235 - 2661245,tight,-34.69865645 kcal/mol
2661464 - 2661464,tight,-34.3134827 kcal/mol
2661484 - 2661484,tight,-34.0192757 kcal/mol
2661494 - 2661494,loose,-20.6726354 kcal/mol
2661594 - 2661594,tight,-37.2910828 kcal/mol
2661854 - 2661884,loose,-19.839593875 kcal/mol
2661954 - 2662024,tight,-37.5927799 kcal/mol
2662054 - 2662074,tight,-36.172711633333336 kcal/mol
2662114 - 2662124,tight,-34.856259550000004 kcal/mol
2662432 - 2662432,loose,-16.1313192 kcal/mol
2662462 - 2662472,tight,-36.8592234 kcal/mol
2662542 - 2662542,loose,-14.629257 kcal/mol
2662652 - 2662652,loose,-14.5068285 kcal/mol
2662762 - 2662762,loose,-14.8534209 kcal/mol
2662872 - 2662872,loose,-20.9124081 kcal/mol
2662902 - 2662902,loose,-18.4749186 kcal/mol
2663092 - 2663092,loose,-20.0471598 kcal/mol
2663132 - 2663132,loose,-21.0523232 kcal/mol
2663537 - 2663537,tight,-37.2271624 kcal/mol
2663647 - 2663677,loose,-16.732107175 kcal/mol
2663807 - 2663827,loose,-18.162061966666666 kcal/mol
2663877 - 2663877,loose,-20.2342053 kcal/mol
2663947 - 2663967,loose,-19.1947789 kcal/mol
2664017 - 2664027,loose,-20.15217235 kcal/mol
2664097 - 2664097,tight,-34.2376066 kcal/mol
2664117 - 2664137,tight,-36.541923600000004 kcal/mol
2664407 - 2664407,loose,-19.5647429 kcal/mol
2664537 - 2664537,tight,-34.1366895 kcal/mol
2664749 - 2664749,tight,-35.3868096 kcal/mol
2664809 - 2664809,tight,-34.0854581 kcal/mol
2664829 - 2664829,tight,-34.5664543 kcal/mol
2664919 - 2664919,tight,-34.520581 kcal/mol
2665019 - 2665019,loose,-19.5432142 kcal/mol
2665109 - 2665109,tight,-34.1826479 kcal/mol
2665259 - 2665339,tight,-39.34862431111112 kcal/mol
2665359 - 2665359,tight,-34.0215243 kcal/mol
2665409 - 2665419,tight,-35.3760851 kcal/mol
2665439 - 2665449,tight,-36.281516550000006 kcal/mol
2665499 - 2665499,tight,-35.8343758 kcal/mol
2665539 - 2665559,tight,-42.58065933333333 kcal/mol
2665579 - 2665639,tight,-38.26045584285714 kcal/mol
2665659 - 2665659,tight,-33.9887994 kcal/mol
2665699 - 2665709,tight,-36.188226650000004 kcal/mol
2666078 - 2666078,tight,-35.2853633 kcal/mol
2666218 - 2666228,loose,-20.69325165 kcal/mol
2666438 - 2666438,loose,-21.0403163 kcal/mol
2666708 - 2666708,loose,-20.9267318 kcal/mol
2667054 - 2667054,loose,-18.9254646 kcal/mol
2667174 - 2667174,loose,-20.8711607 kcal/mol
2667744 - 2667744,tight,-35.0143748 kcal/mol
2668114 - 2668114,loose,-20.4132527 kcal/mol
2668224 - 2668224,loose,-21.0071865 kcal/mol
2668582 - 2668582,loose,-19.7330198 kcal/mol
2668612 - 2668612,loose,-19.6120336 kcal/mol
2668812 - 2668812,tight,-34.7101585 kcal/mol
2668950 - 2668950,tight,-34.1651222 kcal/mol
2669030 - 2669030,loose,-19.2144526 kcal/mol
2669257 - 2669257,tight,-36.8803461 kcal/mol
2669487 - 2669487,tight,-34.8826995 kcal/mol
2669527 - 2669567,tight,-38.06829104 kcal/mol
2669597 - 2669597,tight,-40.0754312 kcal/mol
2669697 - 2669717,tight,-36.99558046666667 kcal/mol
2669817 - 2669817,tight,-43.3628265 kcal/mol
2669927 - 2669927,tight,-34.9502001 kcal/mol
2669957 - 2669957,tight,-35.4421792 kcal/mol
2670069 - 2670069,tight,-34.1190659 kcal/mol
2670189 - 2670189,tight,-36.1591851 kcal/mol
2670309 - 2670309,tight,-38.8314665 kcal/mol
2670359 - 2670419,tight,-35.81333495714286 kcal/mol
2670499 - 2670519,tight,-36.155162833333335 kcal/mol
2670649 - 2670649,tight,-35.8186873 kcal/mol
2670719 - 2670719,tight,-37.5686672 kcal/mol
2670749 - 2670749,loose,-20.9251843 kcal/mol
2670889 - 2670929,tight,-36.31744294 kcal/mol
2671079 - 2671079,loose,-19.3686286 kcal/mol
2671139 - 2671149,loose,-20.46745275 kcal/mol
2671368 - 2671368,loose,-13.029978 kcal/mol
2671388 - 2671388,loose,-16.3402889 kcal/mol
2671398 - 2671418,tight,-35.621663500000004 kcal/mol
2671438 - 2671438,tight,-35.0774222 kcal/mol
2671498 - 2671498,loose,-19.4268424 kcal/mol
2672108 - 2672158,tight,-34.83519508333333 kcal/mol
2672188 - 2672198,tight,-34.30603995 kcal/mol
2672278 - 2672278,tight,-37.747793 kcal/mol
2672298 - 2672298,tight,-35.9487051 kcal/mol
2672458 - 2672498,loose,-18.529610379999998 kcal/mol
2672902 - 2672922,tight,-35.814144766666665 kcal/mol
2672942 - 2672942,tight,-34.3157748 kcal/mol
2672982 - 2673012,tight,-35.867576125 kcal/mol
2673132 - 2673132,tight,-34.4300971 kcal/mol
2673212 - 2673212,tight,-37.9163668 kcal/mol
2673612 - 2673612,tight,-34.1478626 kcal/mol
2673712 - 2673712,tight,-34.9419731 kcal/mol
2673939 - 2673959,tight,-37.16589466666667 kcal/mol
2674029 - 2674079,tight,-38.414130833333324 kcal/mol
2674099 - 2674099,tight,-35.669454 kcal/mol
2674119 - 2674129,tight,-35.08381895 kcal/mol
2674339 - 2674389,tight,-36.59735058333333 kcal/mol
2674509 - 2674519,tight,-37.3088775 kcal/mol
2674549 - 2674549,tight,-35.9404439 kcal/mol
2674569 - 2674569,tight,-34.9059893 kcal/mol
2674932 - 2674932,tight,-36.0792456 kcal/mol
2674972 - 2674982,tight,-34.811128499999995 kcal/mol
2675022 - 2675022,tight,-37.930827 kcal/mol
2675042 - 2675042,tight,-39.7472965 kcal/mol
2675462 - 2675522,tight,-37.47969571428571 kcal/mol
2675562 - 2675562,tight,-35.3708146 kcal/mol
2675602 - 2675622,tight,-36.62187263333334 kcal/mol
2675642 - 2675642,tight,-37.3767778 kcal/mol
2675692 - 2675692,tight,-35.3550207 kcal/mol
2675712 - 2675722,tight,-35.43413495 kcal/mol
2675742 - 2675752,tight,-36.6746366 kcal/mol
2675812 - 2675852,tight,-38.04357764 kcal/mol
2675882 - 2675882,tight,-34.8434614 kcal/mol
2675902 - 2675902,tight,-34.490042 kcal/mol
2675922 - 2675942,tight,-35.4745068 kcal/mol
2676406 - 2676406,loose,-18.4145039 kcal/mol
2676426 - 2676426,loose,-20.1075826 kcal/mol
2676446 - 2676446,loose,-20.6072451 kcal/mol
2676476 - 2676496,loose,-19.950722233333334 kcal/mol
2676536 - 2676536,loose,-19.5568775 kcal/mol
2676776 - 2676786,loose,-18.8269618 kcal/mol
2676816 - 2676826,loose,-19.3045449 kcal/mol
2677206 - 2677206,loose,-20.1143624 kcal/mol
2677236 - 2677276,loose,-18.4110607 kcal/mol
2677486 - 2677486,loose,-19.4058326 kcal/mol
2677666 - 2677726,tight,-36.966650914285715 kcal/mol
2677896 - 2677906,loose,-19.70666825 kcal/mol
2678006 - 2678006,tight,-34.3991639 kcal/mol
2678096 - 2678096,tight,-34.7668038 kcal/mol
2678246 - 2678246,tight,-34.2775606 kcal/mol
2678456 - 2678496,tight,-37.89065302 kcal/mol
2678516 - 2678576,tight,-36.100688014285716 kcal/mol
2678626 - 2678626,tight,-34.1472043 kcal/mol
2678946 - 2678946,tight,-34.3016421 kcal/mol
2678976 - 2678986,tight,-34.52257965 kcal/mol
2680056 - 2680126,tight,-36.721390487499995 kcal/mol
2680156 - 2680156,tight,-35.07724 kcal/mol
2680176 - 2680176,tight,-35.5913078 kcal/mol
2680196 - 2680226,tight,-35.706078025000004 kcal/mol
2680306 - 2680306,loose,-20.9231441 kcal/mol
2680566 - 2680566,loose,-20.7773666 kcal/mol
2680885 - 2680885,loose,-20.4349772 kcal/mol
2681035 - 2681035,loose,-20.7554442 kcal/mol
2681295 - 2681325,tight,-35.3924408 kcal/mol
2681345 - 2681365,tight,-38.333573333333334 kcal/mol
2681735 - 2681745,loose,-19.919803899999998 kcal/mol
2681875 - 2681875,loose,-20.7334162 kcal/mol
2681925 - 2681955,loose,-19.687612125 kcal/mol
2682123 - 2682143,tight,-39.44179366666666 kcal/mol
2682306 - 2682306,loose,-20.82623 kcal/mol
2682646 - 2682656,tight,-35.898629299999996 kcal/mol
2682776 - 2682776,loose,-17.8107214 kcal/mol
2682796 - 2682796,loose,-16.0072914 kcal/mol
2683106 - 2683106,tight,-33.999173 kcal/mol
2683406 - 2683426,loose,-19.216679566666667 kcal/mol
2683977 - 2683977,loose,-20.4330368 kcal/mol
2683997 - 2683997,loose,-20.9425933 kcal/mol
2684087 - 2684087,loose,-20.785137 kcal/mol
2684117 - 2684117,loose,-20.9070356 kcal/mol
2684197 - 2684197,loose,-19.6736161 kcal/mol
2684377 - 2684407,tight,-36.5773549 kcal/mol
2684527 - 2684527,loose,-20.2700519 kcal/mol
2684637 - 2684637,loose,-16.7183186 kcal/mol
2684667 - 2684697,tight,-34.808154775 kcal/mol
2684747 - 2684747,loose,-19.6481341 kcal/mol
2684817 - 2684817,tight,-34.3759426 kcal/mol
2685222 - 2685222,tight,-36.7087578 kcal/mol
2685262 - 2685312,tight,-39.09324986666667 kcal/mol
2685541 - 2685541,tight,-35.6107341 kcal/mol
2685591 - 2685591,tight,-34.8271294 kcal/mol
2685721 - 2685721,loose,-19.2252626 kcal/mol
2685751 - 2685771,loose,-19.320353533333332 kcal/mol
2685961 - 2685961,tight,-34.7491094 kcal/mol
2685981 - 2686071,tight,-38.84660619 kcal/mol
2686091 - 2686101,tight,-36.446224400000006 kcal/mol
2686331 - 2686331,tight,-36.6762257 kcal/mol
2686351 - 2686371,tight,-35.46486873333333 kcal/mol
2686471 - 2686491,tight,-34.511609766666666 kcal/mol
2687025 - 2687035,tight,-34.6538628 kcal/mol
2687285 - 2687315,loose,-19.677260975000003 kcal/mol
2687713 - 2687713,tight,-37.8711923 kcal/mol
2687833 - 2687833,tight,-34.2589752 kcal/mol
2688083 - 2688083,tight,-34.1444378 kcal/mol
2688283 - 2688283,loose,-20.4766366 kcal/mol
2688373 - 2688373,tight,-37.2427789 kcal/mol
2688483 - 2688483,tight,-35.254097 kcal/mol
2688603 - 2688603,tight,-34.2131256 kcal/mol
2688683 - 2688683,loose,-19.1801913 kcal/mol
2688703 - 2688703,tight,-36.9322273 kcal/mol
2688743 - 2688743,loose,-20.4147804 kcal/mol
2688813 - 2688813,tight,-38.8855816 kcal/mol
2688923 - 2688923,tight,-35.2945158 kcal/mol
2688943 - 2688943,tight,-35.2574424 kcal/mol
2689948 - 2689968,tight,-36.910420566666666 kcal/mol
2690098 - 2690098,tight,-34.7080972 kcal/mol
2690418 - 2690428,tight,-36.6760231 kcal/mol
2690638 - 2690658,tight,-36.29314413333333 kcal/mol
2690688 - 2690688,tight,-36.9810654 kcal/mol
2690708 - 2690798,tight,-37.757646750000006 kcal/mol
2690818 - 2690898,tight,-37.86051994444445 kcal/mol
2690918 - 2690918,tight,-35.7115374 kcal/mol
2690958 - 2690968,tight,-35.108115850000004 kcal/mol
2691028 - 2691028,tight,-34.1799024 kcal/mol
2691048 - 2691068,tight,-35.804905766666664 kcal/mol
2691318 - 2691358,tight,-38.94370438 kcal/mol
2691378 - 2691408,tight,-36.121221 kcal/mol
2691438 - 2691468,tight,-35.502738074999996 kcal/mol
2691488 - 2691508,tight,-38.08852246666667 kcal/mol
2691528 - 2691538,tight,-37.08519845 kcal/mol
2691608 - 2691608,tight,-36.0445217 kcal/mol
2691638 - 2691638,tight,-35.4432893 kcal/mol
2691998 - 2692008,tight,-34.83474115 kcal/mol
2692028 - 2692028,tight,-34.8348448 kcal/mol
2692048 - 2692058,tight,-34.8107715 kcal/mol
2692108 - 2692138,tight,-35.13655725 kcal/mol
2692158 - 2692178,tight,-35.4337593 kcal/mol
2692488 - 2692508,tight,-34.80336666666667 kcal/mol
2692778 - 2692778,tight,-34.6540829 kcal/mol
2692818 - 2692818,loose,-18.8250685 kcal/mol
2692868 - 2692898,tight,-36.79742315 kcal/mol
2692928 - 2692928,loose,-19.9240737 kcal/mol
2692998 - 2693048,loose,-19.732790499999997 kcal/mol
2693088 - 2693088,loose,-20.8087614 kcal/mol
2693128 - 2693168,loose,-19.03358464 kcal/mol
2693258 - 2693268,loose,-19.1871497 kcal/mol
2693348 - 2693358,tight,-36.8830819 kcal/mol
2693368 - 2693368,loose,-16.6735546 kcal/mol
2693378 - 2693388,tight,-35.56522115 kcal/mol
2693418 - 2693428,tight,-37.234769299999996 kcal/mol
2694123 - 2694123,loose,-20.3748664 kcal/mol
2694323 - 2694323,loose,-20.0847916 kcal/mol
2694533 - 2694533,loose,-20.7046354 kcal/mol
2694623 - 2694623,tight,-37.5175029 kcal/mol
2694683 - 2694683,loose,-20.8878595 kcal/mol
2694703 - 2694733,loose,-18.017908725 kcal/mol
2694953 - 2694953,loose,-20.4741194 kcal/mol
2694993 - 2695013,loose,-19.739114966666666 kcal/mol
2695406 - 2695406,tight,-39.5313206 kcal/mol
2695506 - 2695506,tight,-33.9876536 kcal/mol
2695536 - 2695546,tight,-34.7135612 kcal/mol
2695616 - 2695616,tight,-35.3042135 kcal/mol
2695676 - 2695676,tight,-34.6831821 kcal/mol
2695726 - 2695756,tight,-36.168579 kcal/mol
2695776 - 2695776,tight,-35.6265962 kcal/mol
2696237 - 2696237,tight,-34.0641146 kcal/mol
2696437 - 2696457,loose,-19.132245366666666 kcal/mol
2696851 - 2696851,tight,-34.3635556 kcal/mol
2696881 - 2696881,tight,-35.6609654 kcal/mol
2696961 - 2697001,loose,-19.54686202 kcal/mol
2697101 - 2697111,tight,-34.42396295 kcal/mol
2697141 - 2697141,tight,-34.5301232 kcal/mol
2697181 - 2697181,tight,-35.8837912 kcal/mol
2697331 - 2697331,tight,-34.5495668 kcal/mol
2697381 - 2697391,loose,-17.87981765 kcal/mol
2697411 - 2697421,loose,-19.133166850000002 kcal/mol
2697770 - 2697770,loose,-20.4181525 kcal/mol
2698650 - 2698650,tight,-39.9104446 kcal/mol
2698670 - 2698690,tight,-39.417899999999996 kcal/mol
2698770 - 2698770,tight,-34.2602892 kcal/mol
2698880 - 2698920,tight,-38.65102908 kcal/mol
2699150 - 2699150,tight,-37.0791718 kcal/mol
2699210 - 2699220,tight,-34.629639 kcal/mol
2699260 - 2699270,tight,-35.9855107 kcal/mol
2699370 - 2699370,tight,-36.5443949 kcal/mol
2699480 - 2699480,tight,-34.3204357 kcal/mol
2699520 - 2699520,loose,-19.1615314 kcal/mol
2699640 - 2699640,tight,-35.0137683 kcal/mol
2699763 - 2699763,tight,-38.7401153 kcal/mol
2699783 - 2699783,tight,-46.0446622 kcal/mol
2699813 - 2699813,tight,-34.0587199 kcal/mol
2699843 - 2699863,tight,-36.4429679 kcal/mol
2699893 - 2699893,tight,-43.3635647 kcal/mol
2699943 - 2699963,loose,-19.2306052 kcal/mol
2700003 - 2700003,tight,-40.1863546 kcal/mol
2700063 - 2700073,tight,-35.484044 kcal/mol
2700113 - 2700113,tight,-39.9663413 kcal/mol
2700223 - 2700223,tight,-35.870191 kcal/mol
2700283 - 2700283,tight,-34.2679151 kcal/mol
2700323 - 2700333,tight,-35.0529666 kcal/mol
2700363 - 2700363,tight,-34.4134501 kcal/mol
2700383 - 2700383,tight,-35.8385208 kcal/mol
2700533 - 2700533,tight,-34.8691556 kcal/mol
2700693 - 2700693,tight,-35.4086312 kcal/mol
2701485 - 2701525,tight,-37.00051172 kcal/mol
2701545 - 2701545,tight,-36.9064818 kcal/mol
2701725 - 2701745,loose,-18.901818000000002 kcal/mol
2701805 - 2701825,tight,-35.50968316666666 kcal/mol
2701845 - 2701845,tight,-34.0064108 kcal/mol
2701915 - 2701945,tight,-36.392087375 kcal/mol
2701975 - 2701975,loose,-19.9219991 kcal/mol
2702367 - 2702367,tight,-35.3362544 kcal/mol
2702457 - 2702477,loose,-19.605096233333335 kcal/mol
2702487 - 2702487,tight,-39.0654018 kcal/mol
2702497 - 2702527,loose,-19.891718275000002 kcal/mol
2702587 - 2702587,loose,-20.5567305 kcal/mol
2702597 - 2702597,tight,-36.9282899 kcal/mol
2702617 - 2702617,loose,-19.8643225 kcal/mol
2702747 - 2702747,tight,-36.0424091 kcal/mol
2702787 - 2702807,tight,-36.9031744 kcal/mol
